fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
142,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,149.5447475,,,,,
143,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.599078987,,,,,
144,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.045654425,,,,,
145,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,14.45537265,,,,
146,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,16.1922676,,,,
147,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,12.96736245,,,,
148,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,96.80143867,,,,
149,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,31.42988384,,,,
150,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.194812419,,,,
151,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.52032769,,,,,
152,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,34.19149815,,,,,
153,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,61.98177758,,,,,
154,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.152047134,,,,,
155,2 Agricultural Areas,21 Arable land,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,1393.166135,,,,
156,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,4623.864679,,,,
157,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,1532.932465,,,,
158,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,30.4180477,,,,
159,998 Other,998 Other,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,3915.960025,,,,
160,2 Agricultural Areas,21 Arable land,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.464558353,,,,
161,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,27.37335239,,,,
162,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.087098702,,,,
163,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.204943441,,,,
164,998 Other,998 Other,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.050856899,,,,
165,12 Non-residential Buildings,122 Office buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,123.1802242,,,,
166,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,24.33183355,,,,
167,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,208.8158036,,,,
168,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,7.531843979,,,,
169,12 Non-residential Buildings,1280 Cemetery,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,5.221655321,,,,
170,11 Residential Buildings,997 Not Applicable,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,1910.757065,,,,
171,213 Airfield,2130 Airfield runways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,2.411884107,,,,
172,"211 Highways, Streets and Roads",2111 Highways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,32.51005662,,,,,
173,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,84.73559549,,,,,
174,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,96.40455821,,,,,
175,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,617.352263,,,,,
176,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,241.4545824,,,,,
177,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,149.5447475,,,,,
178,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.186041507,,,,,
179,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,14.45537265,,,,
180,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,16.1922676,,,,
181,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,12.96736245,,,,
182,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,96.80143867,,,,
183,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,31.42988384,,,,
184,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.52032769,,,,,
185,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,34.19149815,,,,,
186,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,61.98177758,,,,,
187,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.030213605,,,,,
188,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.029516763,,,,,
189,2 Agricultural Areas,21 Arable land,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,1393.166135,,,,
190,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,4623.864679,,,,
191,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,1532.932465,,,,
192,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,30.4180477,,,,
193,998 Other,998 Other,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,3915.960025,,,,
194,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,16.29867781,,,,
195,11 Residential Buildings,997 Not Applicable,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1910.757065,,,,
196,12 Non-residential Buildings,122 Office buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,123.1802242,,,,
197,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,24.33183355,,,,
198,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,208.8158036,,,,
199,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,7.531843979,,,,
200,12 Non-residential Buildings,1280 Cemetery,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,5.221655321,,,,
201,11 Residential Buildings,997 Not Applicable,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1.463720791,,,,
202,12 Non-residential Buildings,122 Office buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.014871185,,,,
203,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.063431561,,,,
204,213 Airfield,2130 Airfield runways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2.411884107,,,,
205,"211 Highways, Streets and Roads",2111 Highways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,32.51005662,,,,,
206,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,84.73559549,,,,,
207,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,96.40455821,,,,,
208,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,617.352263,,,,,
209,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,241.4545824,,,,,
210,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,149.5447475,,,,,
211,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.112520312,,,,,
212,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.381617706,,,,,
213,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,1.230209651,,,,,
214,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,18.4314741,,,,,
215,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,2.314989986,,,,,
216,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,14.45537265,,,,
217,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,16.1922676,,,,
218,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,12.96736245,,,,
219,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,96.80143867,,,,
220,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,31.42988384,,,,
221,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.004178644,,,,
222,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,3.508217522,,,,
223,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.52032769,,,,,
224,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,34.19149815,,,,,
225,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,61.98177758,,,,,
226,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,2.436849283,,,,,
227,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,8.967292471,,,,,
228,2 Agricultural Areas,21 Arable land,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1393.166135,,,,
229,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,4623.864679,,,,
230,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1532.932465,,,,
231,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,30.4180477,,,,
232,998 Other,998 Other,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,3915.960025,,,,
233,2 Agricultural Areas,21 Arable land,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,4.515224566,,,,
234,2 Agricultural Areas,23 Pastures,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,753.0914744,,,,
235,3 Forests and Semi-natural Areas,31 Forests,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,27.39431453,,,,
236,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,13.6652939,,,,
237,998 Other,998 Other,Not Affected,5/17/2024,Germany,EMSR722_AOI01_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,14.5977608,,,,
238,11 Residential Buildings,997 Not Applicable,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,3743.448362,,,,
239,12 Non-residential Buildings,122 Office buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,382.9187454,,,,
240,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,24.77654015,,,,
241,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,718.8089141,,,,
242,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,23.01376533,,,,
243,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.725796688,,,,
244,12 Non-residential Buildings,1279 Military,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2.215436909,,,,
245,12 Non-residential Buildings,1280 Cemetery,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,13.20849132,,,,
246,213 Airfield,21312 Helipad,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.333587219,,,,
247,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,11.27768058,,,,
248,"211 Highways, Streets and Roads",2111 Highways,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,146.0141094,,,,,
249,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,228.2243248,,,,,
250,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,156.1636539,,,,,
251,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,1373.31452,,,,,
252,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,375.2516793,,,,,
253,212 Railways,2121 Long-distance railways,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,498.8276277,,,,,
254,212 Railways,21220 Tramway,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,3.86607543,,,,,
255,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,2.758377808,,,,,
256,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.100634502,,,,,
257,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.019629255,,,,,
258,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,5.075117966,,,,,
259,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,33.03685461,,,,
260,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.086340981,,,,
261,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,44.25249497,,,,
262,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,35.88825673,,,,
263,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,5/17/2024,Germany,EMSR722_AOI02_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,329.4826163,,,,
