fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
2685,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,3375.803671,,,,
2686,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2760.861005,,,,
2687,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1.200014936,,,,
2688,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,46.67298239,,,,
2689,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2.238887715,,,,
2690,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.543619524,,,,
2691,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,168.0039994,,,,
2692,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,9.3391945,,,,
2693,12 Non-residential Buildings,122 Office buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,13.26281996,,,,
2694,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,3.533283525,,,,
2695,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,183.3840454,,,,
2696,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,9.2844681,,,,
2697,12 Non-residential Buildings,1279 Military,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,53.20029706,,,,
2698,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.650996425,,,,
2699,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,110.6910506,,,,
2700,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,11.92717718,,,,
2701,12 Non-residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,27.87804468,,,,
2702,995 Unclassified,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,48.07577797,,,,
2703,213 Airfield,21312 Helipad,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,0.040886551,,,,
2704,"211 Highways, Streets and Roads",2111 Highways,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,15.00159824,,,,,
2705,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,7.99416335,,,,,
2706,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,14.6959012,,,,,
2707,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,129.3753742,,,,,
2708,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,111.4814566,,,,,
2709,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,12.93962433,,,,,
2710,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.006860534,,,,,
2711,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2.388892149,,,,
2712,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,2.974701524,,,,
2713,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,193.3772098,,,,
2714,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,7.643919886,,,,
2715,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,1.836988677,,,,
2716,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,27.72964305,,,,,
2717,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,10.69343176,,,,,
2718,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,0.105016859,,,,,
2719,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,4053.916242,,,,
2720,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,40.35072103,,,,
2721,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,375.6476729,,,,
2722,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,39.14777894,,,,
2723,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,11.15953325,,,,
2724,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,432.2894886,,,,
2725,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI04_DEL_PRODUCT_summaryTable_v1.xlsx,,,,,,,,,,,11.6946876,,,,
2726,12 Non-residential Buildings,122 Office buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,14.50087286,,,,
2727,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,12.84736102,,,,
2728,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1379.650949,,,,
2729,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,7.216129333,,,,
2730,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,6.41727128,,,,
2731,12 Non-residential Buildings,1279 Military,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,66.38878539,,,,
2732,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,28.2329195,,,,
2733,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2137.390617,,,,
2734,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.363802627,,,,
2735,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.573830654,,,,
2736,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,5.351555712,,,,
2737,213 Airfield,21312 Helipad,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.103632779,,,,
2738,"211 Highways, Streets and Roads",2111 Highways,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,37.8546691,,,,,
2739,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,143.4273862,,,,,
2740,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,178.7015686,,,,,
2741,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,981.9775327,,,,,
2742,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1298.844569,,,,,
2743,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,155.9599477,,,,,
2744,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,2.313824904,,,,,
2745,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.431333634,,,,,
2746,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.355620026,,,,,
2747,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1.793835633,,,,,
2748,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,6.25449704,,,,,
2749,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.009169529,,,,,
2750,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,7.187083978,,,,
2751,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,86.24622486,,,,
2752,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,22.68361278,,,,
2753,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,822.254096,,,,
2754,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,83.5919435,,,,
2755,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,3.21524243,,,,
2756,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.334316184,,,,
2757,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,5.921284446,,,,
2758,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.140037535,,,,,
2759,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,388.3886521,,,,,
2760,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,13.68507258,,,,,
2761,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,5.226560501,,,,,
2762,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,48718.85675,,,,
2763,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,281.671022,,,,
2764,2 Agricultural Areas,23 Pastures,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,87.5189588,,,,
2765,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,9615.663725,,,,
2766,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,91.4740797,,,,
2767,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,376.5289237,,,,
2768,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,4374.310025,,,,
2769,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,586.8874415,,,,
2770,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,28.77273003,,,,
2771,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,4.325115987,,,,
2772,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,5.600735723,,,,
2773,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI05_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,11.7657145,,,,
2774,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2140.832777,,,,
2775,12 Non-residential Buildings,122 Office buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,51.21864159,,,,
2776,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,3.100599087,,,,
2777,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1340.175661,,,,
2778,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,56.42470776,,,,
2779,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,11.78559594,,,,
2780,12 Non-residential Buildings,1279 Military,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.621703745,,,,
2781,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,38.07997351,,,,
2782,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1.188009377,,,,
2783,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,2.963493567,,,,
2784,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,119.2169329,,,,
2785,213 Airfield,21312 Helipad,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,0.183041868,,,,
2786,"211 Highways, Streets and Roads",2111 Highways,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,73.31450248,,,,,
2787,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,147.1443249,,,,,
2788,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,96.58115072,,,,,
2789,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,1181.0959,,,,,
2790,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,1153.265745,,,,,
2791,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,151.9125273,,,,,
2792,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,3.172901046,,,,,
2793,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,1.617921207,,,,,
2794,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.335068408,,,,,
2795,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,6.182072932,,,,,
2796,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,35.43563151,,,,
2797,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,69.66789292,,,,
2798,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,7.664528045,,,,
2799,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,733.4294798,,,,
2800,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,57.37098597,,,,
2801,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,0.192908462,,,,,
2802,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,159.2773071,,,,,
2803,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,15.78641756,,,,,
2804,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,4.667394967,,,,,
2805,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,36575.58895,,,,
2806,2 Agricultural Areas,23 Pastures,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,30.85780283,,,,
2807,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1813.134628,,,,
2808,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,80.9563776,,,,
2809,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,483.9312701,,,,
2810,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,10/20/2024,Italy,EMSR771_AOI06_DEL_MONIT01_summaryTable_v1.xlsx,,,,,,,,,,,1.1963625,,,,
